dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr
10240615,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10240615,,1220100060,Mt.Haskins,59.33314,-129.4852,NA,Canada,British Columbia,,M,Molybdenum,"Copper, Zinc","Bismuth, Silver",Unknown,,,Prospect,,,,,,,,,Joem,,"Porter, Kenneth E.",,,,,,,"ANNIS, R.C., D.A. CRANSTONE AND M. VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY, MINES AND RESOURCES CANADA, MINERALS,MR 181,1978,P.A-35",,,,,,,,
10254907,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10254907,,1220100101,Golden Bear,58.21618,-132.28523,NA,Canada,British Columbia,,M,Gold,Silver,,Surface-Underground,,,Producer,,,,,,,,,"Bear, Totem, Fleece",,"Buckingham, David A.",,,,,,,"MINING JOURNAL, JUL 14, 1995, P 26NORTHERN MINER, JUN 26, 1995, P 7NORTHERN MINER, JUN 19, 1995, P 15MINING MAGAZINE, 10/87, PAGE 300-301.RAMSEY, KATHY, NATIVE LAND CLAIMS AND THE MINING INDUSTRY,THE GOLDER BEAR STORY; MINING IN BRITISH COLUMBIA, 1991,PAGE 30-32.NORTHERN MINER, 4/9/90, PAGE 6.MCALPINE, STEVEN, GOLDEN BEAR MINE, WINNING WITH FIRSTNATIONS, CIM, BULL, NOV/DEC, 1992, PAGE 45-47.CANADIAN MINES HANDBOOK, 1996-97, PP. 317, 422.CANADIAN MINES HANDBOOK, 1991-92, PAGE 275.PRIVATE COMPANY SOURCE, SEE REFERENCE ""B"" 001-002.THE NORTHERN MINER, ""GOLDEN BEAR TURNAROUND"", VOL. 77, #52,PAGES 1-2, (DATE NOT READABLE, SOMETIME IS EARLY 1992.)CANADIAN MINES HANDBOOK, 1992-93, PAGE 258.",,1990,,,,1981,,
10255013,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255013,,1220100105,Quesnell Lake,54.99987,-122.00142,NA,Canada,British Columbia,,N,Fluorine-Fluorite,,,Underground,,,Prospect,,,,,,,,,Quesnel Lake,,Unknown,,,,,,,"NORTHERN MINER, JULY 29, 1982EAGLET MINESNORTHERN MINER, MARCH 19, 1982NORTHERN MINER, AUGUST 9, 1982",,,,,,,,
10255065,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255065,,1220100093,Premier,56.06057,-130.03505,NA,Canada,British Columbia,,M,Gold,Silver,,Underground,,,Producer,,,,,,,,,"Martha Ellen, Premier Pit, Dago, Premier Gold Project, Province, Big Missouri, Northern Lights",,"Buckingham, David A.",,,,,,,"MRI 213, 1986, P298, 12/31/89MINING ACTICITY DIGEST. 12/31/90. P. 4.CANADIAN MINES 1990-01, P 360.CANADIAN MINES HANDBOOK, 1991-92, P. 397.WESTMIN RESOURCES LTD., ANNUAL REPORT. 1991. P.11.CANADIAN MINES HANDBOOK, 1996-97, PP. 439, 440, 483.",,1989,,,,,,
10255281,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255281,,1220100013,Congress,50.90231,-122.78963,NA,Canada,British Columbia,,M,Gold,,,Underground,,,Prospect,,,,,,,,,"Howard Level, Zone 3a, Gold Bridge",,"Porter, Kenneth E.",,,,,,,"MR223, 1989, (BC-158)MINING JOURNAL, 8/5/88, P.101.MINING JOURNAL, 10/21/88, P.317.MINING RECORD, 10/12/88, P.9.ENGINEERING AND MINING JOURNAL, 1/89, P.7.MINING RECORD, 2/22/89, P.22.",,,,,,,,
10255362,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255362,,1220100003,Giant Nickel Mine,49.46982,-121.52125,NA,Canada,British Columbia,,M,,,"Cobalt, Copper, Nickel",Underground,,,Past Producer,,,,,,,,,Pride of Emory Mine,,"Porter, Kenneth E.",,,,,,,"GIANT MASCOT MINES STAFF, GIANT MASCOT MINES; IN MINERALINDUSTRIES IN WESTERN CANADA, THE TENTH COMMONWEALTHMINING AND METALLURGICAL CONGRESS- SEPT. 2-28, 1974,SECTION VI, ARTICLE J, P.1-17.",,,,,,,,
10255439,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255439,,1220102130,Brandywine Operations,50.1298,-123.10132,NA,Canada,British Columbia,,M,"Lead, Copper, Gold, Silver, Zinc",,,Processing Plant,,,Producer,,,,,,,,,,,Zimbelman,,,,,,,"BUREAU OF MINES MINERALS YEARBOOK (PREPRINT), SILVER, U.S.DEPT. OF THE INTERIOR, BUREAU OF MINES, 1977, P. G.1979 E/MJ INTERNATIONAL DIRECTORY OF MINING AND MINERALPROCESSING OPERATIONS, P. 296.",,,,,,,,
10255463,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255463,,1220100006,Phoenix,49.09985,-118.60115,NA,Canada,British Columbia,,M,Copper,"Gold, Silver",,Surface,,,Past Producer,,,"Amphibole, Calcite, Chalcopyrite, Chlorite, Epidote, Garnet, Gold, Hematite, Magnetite, Pyrite, Pyroxene, Silver",,Surface,,,,Phoenix Mine,,"Porter, Kenneth E.",,,,,,,"WESTERN MINER, PHOENIX, WHERE IT ALL STARTED AND STILL GOES;JUNE, 1974, P.23-29.WESTERN MINER, MARCH, 19759B.C. DEPT. OF MINES AND PET. RES., G.E.M., 1973, P.39-40.REF-STRUCTURAL GEOL. OF CAN. ORE DEP.,VOL II,1957,PP132-136GRANBY MINING CO. LTD. STAFF, PHOENIX; IN MINERAL INDUSTRIESIN WESTERN CANADA, THE TENTH COMMONWEALTH MINING ANDMETALLURGICAL CONGRESS- SEPT. 2-28, 1974, SECTION VI,ARTICLE G, P.1-7.HARDWICKE, G.B., G.W. HINGLEY AND J.M. KAZAKOFF, GRANBYMINING CORPORATION; D.E. PICKETT, ED., IN MILLINGPRACTICE IN CANADA, CIM SPECIAL VOLUME 16, 1978,P.109-111",,1900,,,,1891,,
10255503,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255503,,1220100131,Rock @ Roll,56.71647,-131.25182,NA,Canada,British Columbia,,M,Gold,,"Copper, Lead, Silver, Zinc",Unknown,,,Unknown,,,,,,,,,Bornagain,,"Porter, Kenneth E.",,,,,,,"CMH, 91-92, 150,374.NORTHERN MINER, 5/20/91, P.3.",,,,,,,,
10255509,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255509,,1220100040,Ja Zone,50.47623,-120.97626,NA,Canada,British Columbia,,M,"Molybdenum, Copper",,,Surface,,,Prospect,,,"Biotite, Bornite, Calcite, Chalcopyrite, Epidote, Feldspar, Gypsum, Molybdenite, Pyrite",,Underground,,,,,,"Porter, Kenneth E.",,,,,,,"COAKLEY, GEORGE J.  REPORT ON FIELD TRIP TO HIGHLAND VALLEY,B.C. COPPER DISTRICT, APR., 27-29, 1977.  JULY 14, 1977,P. 12-16.MCMILLAN, W.J., J.A.; A. SUTHERLAND BROWN, ED., PORPHYRYDEPOSITS OF THE CANADIAN CORDILLERA, CIM SPECIAL VOLUME15, 1976, P.144-162.BETHLEHEM COPPER CORPORATTION,1977,TWENTY-SECOND ANNUAL RE-PORT,1976: 1055 W. HASTINGS ST., VANCOUVER, BRITISH COLUM-BIA, P. 8-11. (RESERVES AS OF DECEMBER 31, 1976)EMR CANADA, CANADIAN MINERAL DEPOSITS NOT BEING MINED IN1989, MR 223, NOV., 1989, P. BC 131.",,,,,,1971,,
10255551,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255551,,1220100094,Bruceside,56.46618,-130.19067,NA,Canada,British Columbia,,M,"Gold, Silver",,,Underground,,,Prospect,,,,,,,,,"Sulphurets, Snowfields, Bruce-Jack",,"Porter, Kenneth E.",,,,,,,"CANDADIAN MINES HANDBOOK, 1991-92, P. 270.",,,,,,,,
10255601,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255601,,1220100015,Granduc,56.21647,-130.35177,NA,Canada,British Columbia,,M,Copper,"Gold, Silver",,Underground,,,Past Producer,,,"Arsenopyrite, Calcite, Chalcopyrite, Chlorite, Cobaltite, Galena, Gold, Magnetite, Pyrite, Pyrrhotite, Quartz, Silver, Sphalerite, Tourmaline, Zircon",,Underground,,,,,,"Porter, Kenneth E.",,,,,,,"B.C. DEPT OF MINES AND PET. RES., G.E.M., 1973, PP. 24, 497.CANADIAN MINES HANDBOOK 1978-79.  NEWMONT MINES LTD. P. 202.CRANSTONE, D.A. AND R.T. WHILLANS.  CANADIAN RESERVES OFCOPPER, NICKEL, LEAD, ZINC, MOLYBDENUM, SILVER AND GOLD,AS OF JAN. 1, 1978.  P. 16.ENGINEERING AND MINING JOURNAL.  GRANDUC APPROACHES INITIALPRODUCT STAGE.  SEPT. 1970, PP. 109-113.MATTSON, R.S. AND J.A. COX.  SUBLEVEL CAVING AND DRAWCONTROL PROCEDURES AT GRANDUC.  CIM BULLETIN, APRIL 1973NATIONAL ATLAS OF CANADA, 1969.SKILLINGS.  ESSO MINERALS CANADA TO REOPEN GRANDUC COPPERPROPERTY.  MARCH 1979, P. 21.WESTERN MINER.  GRANDUC MINE TO REOPEN UNDER ESSO AGREEMENT.MARCH 1979, P. 34.WESTERN MINER.  GRANDUC PERFORMANCE IMPROVES.  JUNE 73, P.52EYLES, N. AND R.G. ROGERSON, CANADIAN MINING JOURNAL, JULY,1977, P.32.WESTERN MINER, MINING OPERATIONS DEPEND ON SNOW-CLEARINGIDEA; FEB., 1974, P.46,47.ENGINEERING AND MINING JOURNAL, GRANDUC MAKES ITS MARK INMINING EVEN BEFORE PRODUCTION STARTS; SEPT., 1969,P.266,267.WESTERN MINER, GRANDUC IMPROVEMENT, AUG., 1973, P.43.WESTERN MINER, GRANDUC OPERATING COMPANY, MAR., 1975, P.32.MEYKNECHT, J.J.M., GRANDUC; D.E. PICKETT, ED., IN MILLINGPRACTICE IN CANADA, CIM SPECIAL VOLUME 16, 1978,P.112-113MR 223, 1989, B.C. 318.",,1971,,,,1951,,
10255636,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255636,,1220100061,Krain,50.57063,-120.99706,NA,Canada,British Columbia,,M,Copper,Molybdenum,,Surface,,,Prospect,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"ANNIS,R.C.,D.A. CRANSTONE AND M. VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY, MINES AND RESOURCES CANADA, MINERALS, MR181,1978,P.43.CHRISTIE, JAMES S., KRAIN; A. SUTHERLAND BROWN, ED.,PORPHYRY DEPOSITS OF THE CANADIAN CORDILLERA, CIM SPECIALVOLUME 15, 1976, P.182-185.MR 223, 1989, B.C.-146.",,,,,,,,
10257029,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10257029,,1220100050,Bell Molybdenum,55.44978,-129.335,NA,Canada,British Columbia,,M,Molybdenum,,,Unknown,,,Prospect,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"ANNIS, R.C., D. A. CRANSTONE AND M. VALLEE, A SURVEY OF KNOWMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY, MINES AND RESOURCES CANADA, MINERALS, MR 181,1978P.48.WOODCOCK, J.R. AND N.C. CARTER, GEOLOGY AND GEOCHEMISTRY OFTHE ALICE ARM MOLYBDENUM DEPOSITS; A. SUTHERLAND BROWN,ED., IN PORPHYRY DEPOSITS IN THE CANADIAN CORDILLERA,SPECIAL VOLUME NO.15., 1976, P.462-475.",,,,,,,,
10257224,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10257224,,1220100059,Mt. Thomlinson,55.5831,-127.48494,NA,Canada,British Columbia,,M,Molybdenum,,,Underground,,,Prospect,,,Molybdenite,,Underground,,,,Mt. Thomlinson Molybdenum Deposit,,C M P,,,,,,,"PORPHRY DEPOSITS OF THE CANADIAN CORDILLERA.  THECANADIAN INSTITUTE OF MINING AND METALLURGY, 1976.",,,,,,1962,,
10264954,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10264954,,1220100096,Red Dog,56.13308,-130.00174,NA,Canada,British Columbia,,M,Gold,,,Underground,,,Prospect,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"CANADIAN MINES HANDBOOK 1981-82, P.98WORLD MINING, JUNE,1981, P.147.WORLDMINING, AUGUST, 1981, P.74.",,,,,,,,
10278625,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278625,,1220100120,Snowbird,54.44983,-124.5015,NA,Canada,British Columbia,,M,Gold,,,Underground,,,Prospect,,,,,,,,,Ennadai,,"Porter, Kenneth E.",,,,,,,"MR 223 (GOV'T. OF CANADA), 1989CANADIAN MINES HANDBOOK, 1991-92, P.404THE NORTHERN MINER, 1/28/91, P.6",,,,,,,,
10278688,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278688,,1220100127,Frasergold,52.30265,-120.57349,NA,Canada,British Columbia,,M,Gold,,,Surface-Underground,,,Prospect,,,,,,,,,Frasergold Property,,"Porter, Kenneth E.",,,,,,,"THE NORTHERN MINER, 6/18/90, P. A17.THE NORTHERN MINER, 3/9/92, PAGE 6.",,,,,,1989,,
10278767,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278767,,1220100024,Bralorne,50.78041,-122.81522,NA,Canada,British Columbia,,M,Gold,,,Underground,,,Past Producer,,,,,,,,,"Bralorne-Pioneer MinePioneer, King",,"Porter, Kenneth E.",,,,,,,"WESTERN MINER, MARCH 1975; RESOURCE AND RESERVE ESTIMATES.WORLD MINING, MAY 1975; RESOURCE AND RESERVE ESTIMATES.THE NORTHERN MINER PRESS, CANADIAN MINES HANDBOOK,1975-76, PAGE 45.WESTERN MINER, BRALORNE REBORN; AUG., 1973, P. 24,25.MINING RECORD, 12/25/91, P.1SEE ""R"" 004 BELOW.THE NORTHERN MINER PRESS, CANADIAN MINES HANDBOOK, 1991-92,PAGE 96.THE NORTHERN MINER. 12/16/91. P. 18.",,,,,,,,
10278844,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278844,,1220100134,Tulsequah Chief,58.74117,-133.577,NA,Canada,British Columbia,,M,"Copper, Lead, Zinc","Gold, Silver",,Underground,,,Past Producer,,,,,,,,,,,"Palencia, Cesar M.",,,,,,,"NORTHERN MINER-MAY 17,1993, PP 1&2.CANADIAN MINES HANDBOOK,1992-1993,P-305.""REDFERN HITS TALSEQUAH SULPHIDES"", THE NORTHERN MINER,E 04 OCT 1993, P. 6.NORTHERN MINER, 5/17/93, P.1,2.NORTHERN MINER, 8/30/93, P.3.NORTHERN MINER, 4/18/94, P.3.",,,,,,,,
10278880,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278880,,1220100034,Huckleberry Mountain,53.68038,-127.17376,NA,Canada,British Columbia,,M,Copper,"Gold, Silver, Molybdenum",,Surface,,,Prospect,,,"Argentite, Bornite, Calcite, Chalcopyrite, Chlorite, Gold, Magnetite, Molybdenite, Orthoclase, Pyrite, Quartz, Sericite",,Surface,,,,Len,,"Porter, Kenneth E.",,,,,,,"ANNIS, R.C., D.A. CRANSTONE AND M.VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY,MINES AND RESOURCES CANADA,MINERALS, MR 181,1978,P.45.NORTHERN MINER, NEW CANAMIN OPTIONS KENNECOTT GROUND, 6/8/92P. 9.THE NORTHERN MINER, 7/6/92, P. 6.THE NORTHERN MINER, 10/5/92, P. 12.THE NORTHERN MINER, 11/9/92, P. 1, 10.THE NORTHERN MINER, 1/4/93, P. 15.THE NORTHERN MINER, 2/1/93, P. 3.THE NORTHERN MINER, 3/22/93, P. 6.THE NORTHERN MINER, 5/3/93, P. 16.THE NORTHERN MINER, 11/8/93, P. 14.THE NORTHERN MINER, 1/3/94, P. 10.THE NORTHERN MINER, 5/9/94, P. 16.THE NORTHERN MINER, 5/30/94, P. 20.THE NORTHERN MINER, 6/20/94, P. 3.MINING JOURNAL, 7/8/94, P. 20.AMERICAN METAL MARKET, V 103/N 177, 9/14/95, P.6.AMERICAN METAL MARKET, V 103/N 188, 9/29/95, P.12.SOUTHWESTERN PAY DIRT, #676, 10/95, P.10A,11A.AMERICAN METAL MARKET, V 103/N 215, 11/7/95, P.8.AMERICAN METAL MARKET, V 103/N 250, P.2.JAMES, DONALD H., HUCKLEBERRY; A. SUTHERLAND BROWN, ED.,PORPHYRY DEPOSITS OF THE CANADIAN CORDILLERA, CIM SPECIALVOLUME 15, 1976, P.284-288.AMERICAN METAL MARKET, V103 / N81, 4/27/95, P.6.JAMES, DONALD H.  HUCKLEBERRY;  A. SUTHERLAND BROWN,  ED.,IN PORPHYRY DEPOSITS OF THE CANADIAN CORDILLERA, CIMSPECIAL VOL. 15, 1976, PP. 284-288.EMR CANADA, CANADIAN MINERAL DEPOSITS NOT BEING MINED IN1983, MAY 1983, MR 198, P. 236.1989, MR 223, NO. 1989, P. BC 214.MINING JOURNAL, 9/9/94, P.180.MINING MAGAZINE, 10/94, P.230.PRINCETON MINING CORP., PRESS RELEASE, 1/26/95.PRINCETON MINING CORP., 1994 ANNUAL REPORT, P.11.ENGINEERING AND MINING JOURNAL, V196 / N3, 3/95, P.WW7.",,,,,,1962,,
10278885,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278885,,1220101016,(Facility) Kitimat Smelter,54.08307,-128.63492,NA,Canada,British Columbia,,M,"Aluminum, Contained or Metal",,,Processing Plant,,,Plant,,,,,,,,,Kitimat,,"Wilburn, David R.",,,,,,,"CRU METAL MONITOR.  JAN. 1995.BROOK HUNT & ASSOCIATES LTD., ALUMINIUM SMELTER DATA, 1986,PAGE 115, 1988, PAGE 1.30.U.S. BUREAU OF MINES, BRANCH OF NONFERROUS METAL, ""PRIMARYALUMINUM PLANTS WORLDWIDE"", PART I - DETAIL, PAGE 35,PART II - SUMMARY, PAGE 4, DECEMBER 31, 1987.U.S. BUREAU OF MINES, MINERALS AVAILABILITY PROGRAM,""PRIMARY POST-MILL ALUMINUM SMELTING FACILITIES 1983: ADATA BANK"", CONTRACT # J0245003, OCTOBER 1, 1985.THE NORTHERN MINER; KITIMAT SMELTER'S FATE RESTS ON GLOBALDECISIONS, APRIL 27, 1992, P. 10.METALS WEEK; BRITISH COLUMBIA SMELTER PLANS STILL ALIVE,MARCH 9, 1992, P. 9.",,1954,,,,,,
10278891,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278891,,1220100048,Morrison,55.19011,-126.31829,NA,Canada,British Columbia,,M,"Copper, Gold","Molybdenum, Silver",,Surface,,,Prospect,,,,,,,,,,,"Palencia, Cesar M.",,,,,,,"CARSON, D.J.T. AND J.L. JAMBOR, MORRISON: GEOLOGY ANDEVOLUTION OF A BISECTED ANNULAR PORPHYRY COPPER DEPOSIT;A. SUTHERLAND BROWN, ED., PORPHYRY DEPOSITS OF THECANADIAN CORDILLERA, CIM SPECIAL VOLUME NO. 15, 1976,P.264-273.CARSON, D.J.T. AND J.L. JAMBOR, MINERALOGY, ZONAL RELATION-SHIPS AND ECONOMIC SIGNIFICANCE OF HYDROTHERMALALTERATION AT PORPHYRY COPPER DEPOSITS, BABINE LAKE AREA,BRITISH COLUMBIA; CIM BULL., FEB., 1974, P.110-133.CANADIAN MINES HANDBOOK, 1992-1993.CIM SPEC. VOL. 15, P. 264, 1976.CANADIAN RESERVES AS OF JANUARY 1, 1983, EMR CANADA, MR 201,1984, P. 30.MR 223, 1989, B.C.-241.",,,,,,,,
10278893,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278893,,1220100042,Red Mountain,55.93308,-129.75174,NA,Canada,British Columbia,,M,Gold,,,Underground,,,Prospect,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"NORTHERN MINER, 2/18/91, P.18.CANADIAN MINES HANDBOOK, 1991-92, P.233.MINING JOURNAL, 2/19/93, P.128.LAC MINERALS LTD., INTERIM REPORT (12/31/92), P.4.NORTHERN MINER, 2/22/93, P.3.",,,,,,,,
10278917,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278917,,1220100102,Lawyers,57.33314,-127.16841,NA,Canada,British Columbia,,M,Gold,Silver,,Underground,,,Plant,,,,,,,,,"Agb, Dukes Ridge, Midzone, Cliff Creek",,"Buckingham, David A.",,,,,,,"CANADIAN MINES HANDBOOK, 1996-97, PP. 502, 104.MR 213, 1986, P290; 12/31/89:THE NORTHERN MINER, ""LAWYERS PUSHES CHENI INTO RED"", MAY 20,1991, PAGE ???.CANADIAN MINES HANDBOOK, 1991-92, PAGE 100.THE NORTHERN MINER, ""CHENI CONSIDERS SUSPENDING LAWYERS"",OCT. 28, 1991, PAGE 3.",,1989,,,,1969,,
10278933,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278933,,1220101046,Trail Pb Smt/Ref,49.1016,-117.7185,NA,Canada,British Columbia,,B,"Lead, Refiner","Silver, Sulfur, Sulfuric Acid, Arsenic, Bismuth, Copper, Gold",,Processing Plant,,,Plant,,,,,,,,,"Trail Operations Smelter, Trail Metallurgical Complex",,"Difrancesco, Carl A.",,,,,,,"PINCOCK, ALLEN & HOLT REPORT, 1987*CRU QUQRTERLY MARKET SERVICE, LEAD, JAN. 1994, P. 47.*CRU QUARTERLY MARKET SERVICE, LEAD, OCT. 1993, P. 43.",,1899,,,,,,
10278963,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278963,,1220108808,Kimberley Phos-Acid Plant,49.66657,-115.96777,NA,Canada,British Columbia,,N,Phosphorus-Phosphates,,,Processing Plant,,,Plant,,,,,,,,,,,"Fantel, Richard J.",,,,,,,"INTERNATIONAL FERTILIZER INDUSTRY ASSOCIATION. PHOSPHORICACID, TRIPLE SUPERPHOSPHATE AND AMMONIUM PHOSPHATE PLANTS1988 SURVEY. AUGUST 1988, 39PP.BRITISH SULPHUR CORPORATION. WORLD FERTILIZER ATLAS, EIGHTHED. APRIL 1987, 121PP.",,1953,,,,,,
10278982,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278982,,1220100057,Ox Lake,53.67478,-127.05716,NA,Canada,British Columbia,,M,"Molybdenum, Copper","Silver, Gold",,Surface,,,Prospect,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"ANNIS, R.C., D.A. CRANSTONE AND M.VALLEE, A SURVEY OF KNOWNMINERAL DEPOSITS IN CANADA THAT ARE NOT BEING MINED;ENERGY, MINES AND RESOURCES CANADA, MINERALS, MR181,1978,P.A-37RICHARD, GORDON, OX LAKE, A SUTHERLAND BROWN, ED., PORPHYRYDEPOSITS OF THE CANADIAN CORDILLERA, CIM SPECIAL VOLUMENO. 15, 1976, P.289-298.MR 223, 1989, B.C.-216.",,,,,,,,
10279014,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10279014,,1220100056,Red Bird,53.29978,-127.01824,NA,Canada,British Columbia,,M,Molybdenum,,,Surface,,,Prospect,,,Molybdenite,,Surface,,,,,,C M P,,,,,,,REDBIRD MOLYBDENUM PROSPECT BRITISH COLUMBIA-PRELIMINARYECONOMIC APPRAISAL.,,,,,,1959,,
10279021,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10279021,,1220100016,Beaverdell,49.42984,-119.07117,NA,Canada,British Columbia,,M,"Zinc, Silver, Lead","Gold, Copper, Cadmium",,Underground,,,Plant,,,"Acanthite, Argentite, Arsenopyrite, Chalcopyrite, Galena, Polybasite, Pyrargyrite, Pyrite, Silver, Sphalerite, Tetrahedrite",,Underground,,,,"Highland Lass Mine, Bell Mine, The Tech Mine, The Tennis Court Vein Deposit, Wallace Mountain Claims, The Sally Mine, Highland Bell Mine, Highland-Bell Mine",,"Peterson, Gary R.",,,,,,,"REF-THE FINANCIAL POST SURVEY OF MINES,1975,P150-151; GENERAPRODUCTION.CANADIAN MINES HANDBOOK 1989-90; NORTHERN MINER PRESS LTD.P437-438.CANADIAN MINES HANDBOOK 1988-89; NORTHERN MINER PRESS LTD.P434.DANIELSON, VIVIAN; TECH CLOSES BEAVERDELL SILVER MINE-KENOREOPENS YUKON OPERATIONS; THE NORTHERN MINER, OCT 29,1990.ANONOMOUS; YOU CAN'T JUDGE A MINE BY ITS' RESERVES; THENORTHERN MINER MAGAZINE, MAY 1987, P56.GODWIN, WATSON AND SHEN; GENESIS OF THE LASS VEIN SYSTEM,BEAVERDELL SILVER CAMP, SOUTH-CENTRAL BRITISH COLUMBIA;DEPT. OF GEOLOGICAL SCIENCES, UNIV. OF BRITISHCOLUMBIA, CANADIAN JOUNAL OF EARTH SCIENCE,VOL 23, 1986.TOMPKINS, JOHN; TECH'S BEAVERDELL MINE; MINING REVIEWMAGAZINE, NOV/DEC 1981, P23-24.MINERAL POLICY SECTOR, DEPT. OF ENERGY, MINES AND RESOUCES,OTTAWA CANADA, MINE FILE NO. 509248.  1980. 4 PAGES.HOSKINS, J. R.; MINERAL INDUSTRY COSTS; NORTHWEST MININGASSOCIATION, 1980, P101-114.ANONOMOUS; OFFICIAL OPENING OF THE HIGHLAND-BELLCONCENTRATOR; SEPT. 20, 1950. (SOUVENIR BROCHURE).",,1913,,,,1898,,
10279108,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10279108,,1220100143,Willoughby,55.94978,-129.66843,NA,Canada,British Columbia,,M,Gold,,,Unknown,,,Prospect,,,,,,,,,,,"Clarke, Donald",,,,,,,"MINING JOURNAL, SEP 22, 1995, P 212",,,,,,,,
10279193,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10279193,,1220100132,Central Zeballos,50.03306,-126.85143,NA,Canada,British Columbia,,M,Gold,,,Underground,,,Past Producer,,,,,,,,,,,"Porter, Kenneth E.",,,,,,,"METALS ECONOMICS GROUP, CURRENT LATE STAGE CANADIAN GOLDPROJECTS, 6/92, P.313-315",,,,,,,,
